Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Block_Name,School_Management_Id,School_Management_Name,School_Category_Id,School_Category_Name,Academic_Qualification_Id,Academic_Qualification_Name,Professional_Qualification_Id,Professional_Qualification_Name,Only_Pre_Primary_Male,Only_Pre_Primary_Female,Pre_Primary_and_Primary_Male,Pre_Primary_and_Primary_Female,Only_Primary_Male,Only_Primary_Female,Primary_and_Upperprimary_Male,Primary_and_Upperprimary_Female,Only_Upperprimary_Male,Only_Upperprimary_Female,Upperprimary_and_Secondary_Male,Upperprimary_and_Secondary_Female,Only_Secondary_Male,Only_Secondary_Female,Secondary_and_Highersecondary_Male,Secondary_and_Highersecondary_Female,Only_Highersecondary_Male,Only_Highersecondary_Female,Total_Teacher,Total_Male,Total_Female
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,15,Department of Education,7,SS (VI-X),5,Post graduate,6,None,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,15,Department of Education,5,HSS (VI-XII),5,Post graduate,7,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,15,Department of Education,5,HSS (VI-XII),5,Post graduate,7,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,15,Department of Education,5,HSS (VI-XII),5,Post graduate,8,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191605,BALLY- JAGACHA,15,Department of Education,5,HSS (VI-XII),5,Post graduate,8,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,15,Department of Education,5,HSS (VI-XII),5,Post graduate,8,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,15,Department of Education,5,HSS (VI-XII),6,M.Phil,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191602,AMTA-II,15,Department of Education,5,HSS (VI-XII),6,M.Phil,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,15,Department of Education,5,HSS (VI-XII),6,M.Phil,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191609,JAGATBALLAVPUR,15,Department of Education,5,HSS (VI-XII),6,M.Phil,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,15,Department of Education,5,HSS (VI-XII),6,M.Phil,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,15,Department of Education,5,HSS (VI-XII),6,M.Phil,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,15,Department of Education,5,HSS (VI-XII),6,M.Phil,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5,1,4
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,15,Department of Education,5,HSS (VI-XII),6,M.Phil,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,3,1
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,15,Department of Education,5,HSS (VI-XII),6,M.Phil,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191605,BALLY- JAGACHA,15,Department of Education,7,SS (VI-X),6,M.Phil,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191608,UDAYNARAYANPUR,15,Department of Education,7,SS (VI-X),6,M.Phil,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191609,JAGATBALLAVPUR,15,Department of Education,7,SS (VI-X),6,M.Phil,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,15,Department of Education,7,SS (VI-X),6,M.Phil,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,2
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,15,Department of Education,7,SS (VI-X),6,M.Phil,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,15,Department of Education,5,HSS (VI-XII),6,M.Phil,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,15,Department of Education,5,HSS (VI-XII),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,15,Department of Education,5,HSS (VI-XII),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0
2019-20,19,West Bengal,1916,HOWRAH,191604,BAGNAN-II,15,Department of Education,5,HSS (VI-XII),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191605,BALLY- JAGACHA,15,Department of Education,5,HSS (VI-XII),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,15,Department of Education,5,HSS (VI-XII),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191608,UDAYNARAYANPUR,15,Department of Education,5,HSS (VI-XII),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191609,JAGATBALLAVPUR,15,Department of Education,5,HSS (VI-XII),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,2,1
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,15,Department of Education,5,HSS (VI-XII),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,15,Department of Education,5,HSS (VI-XII),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,4,1,3
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,15,Department of Education,5,HSS (VI-XII),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,0,10,6,4
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,15,Department of Education,5,HSS (VI-XII),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,2,2
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,15,Department of Education,6,SS (I-X),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191605,BALLY- JAGACHA,15,Department of Education,7,SS (VI-X),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191608,UDAYNARAYANPUR,15,Department of Education,7,SS (VI-X),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,15,Department of Education,7,SS (VI-X),7,Ph.D,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,5,2,3
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,15,Department of Education,5,HSS (VI-XII),8,Post Doctoral,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,4,2,2
2019-20,19,West Bengal,1916,HOWRAH,191602,AMTA-II,15,Department of Education,5,HSS (VI-XII),8,Post Doctoral,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,15,Department of Education,5,HSS (VI-XII),8,Post Doctoral,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191604,BAGNAN-II,15,Department of Education,5,HSS (VI-XII),8,Post Doctoral,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,15,Department of Education,5,HSS (VI-XII),8,Post Doctoral,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,15,Department of Education,5,HSS (VI-XII),8,Post Doctoral,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,6,4,2
2019-20,19,West Bengal,1916,HOWRAH,191606,ULUBERIA-I,15,Department of Education,7,SS (VI-X),8,Post Doctoral,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,15,Department of Education,7,SS (VI-X),8,Post Doctoral,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,15,Department of Education,5,HSS (VI-XII),8,Post Doctoral,6,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,15,Department of Education,5,HSS (VI-XII),8,Post Doctoral,7,Diploma/degree in special education,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,97,Department of Education,3,HSS (I-XII),1,Below Secondary,6,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,97,Department of Education,3,HSS (I-XII),2,Secondary,6,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,97,Department of Education,5,HSS (VI-XII),2,Secondary,6,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,97,Department of Education,5,HSS (VI-XII),2,Secondary,6,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,97,Department of Education,3,HSS (I-XII),3,Higher secondary,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,97,Department of Education,6,SS (I-X),3,Higher secondary,3,B.Ed. or equivalent,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,97,Department of Education,3,HSS (I-XII),3,Higher secondary,5,Others,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,97,Department of Education,3,HSS (I-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,97,Department of Education,5,HSS (VI-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,97,Department of Education,5,HSS (VI-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,2,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,97,Department of Education,5,HSS (VI-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,97,Department of Education,5,HSS (VI-XII),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,3,3
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,97,Department of Education,5,HSS (VI-XII),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,2,1
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,97,Department of Education,7,SS (VI-X),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,97,Department of Education,3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,5,2,3
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,97,Department of Education,3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,97,Department of Education,4,UPS (VI-VIII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,97,Department of Education,5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,2,0,9,8,1
2019-20,19,West Bengal,1916,HOWRAH,191606,ULUBERIA-I,97,Department of Education,5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,6,5,1
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,97,Department of Education,5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,6,5,1
2019-20,19,West Bengal,1916,HOWRAH,191608,UDAYNARAYANPUR,97,Department of Education,5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,7,5,2
2019-20,19,West Bengal,1916,HOWRAH,191609,JAGATBALLAVPUR,97,Department of Education,5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,9,4,5
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,97,Department of Education,5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,6,4,2
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,97,Department of Education,5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,11,15,0,0,2,0,0,0,2,0,30,15,15
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,97,Department of Education,5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,1,0,3,2,4,2,4,2,0,0,0,0,18,12,6
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,97,Department of Education,5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5,2,3
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,97,Department of Education,5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,5,2,3
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,97,Department of Education,5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,8,3,4,1,7,0,1,0,0,0,24,20,4
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,97,Department of Education,6,SS (I-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,97,Department of Education,7,SS (VI-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,7,3,4
2019-20,19,West Bengal,1916,HOWRAH,191602,AMTA-II,97,Department of Education,7,SS (VI-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,6,4,2
2019-20,19,West Bengal,1916,HOWRAH,191604,BAGNAN-II,97,Department of Education,7,SS (VI-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,97,Department of Education,7,SS (VI-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,97,Department of Education,7,SS (VI-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,97,Department of Education,7,SS (VI-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,2,2
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,97,Department of Education,5,HSS (VI-XII),4,Graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,97,Department of Education,5,HSS (VI-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,97,Department of Education,5,HSS (VI-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,97,Department of Education,5,HSS (VI-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,97,Department of Education,5,HSS (VI-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,7,3,4
2019-20,19,West Bengal,1916,HOWRAH,191602,AMTA-II,97,Department of Education,7,SS (VI-X),4,Graduate,5,Others,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,97,Department of Education,7,SS (VI-X),4,Graduate,5,Others,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,97,Department of Education,3,HSS (I-XII),4,Graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191608,UDAYNARAYANPUR,97,Department of Education,5,HSS (VI-XII),4,Graduate,6,None,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,97,Department of Education,5,HSS (VI-XII),4,Graduate,6,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191602,AMTA-II,97,Department of Education,7,SS (VI-X),4,Graduate,6,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191604,BAGNAN-II,97,Department of Education,7,SS (VI-X),4,Graduate,6,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,97,Department of Education,3,HSS (I-XII),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,97,Department of Education,5,HSS (VI-XII),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,97,Department of Education,5,HSS (VI-XII),5,Post graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,97,Department of Education,5,HSS (VI-XII),5,Post graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,97,Department of Education,5,HSS (VI-XII),5,Post graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,97,Department of Education,7,SS (VI-X),5,Post graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,97,Department of Education,3,HSS (I-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,8,7,1
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,97,Department of Education,3,HSS (I-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,6,6,0
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,97,Department of Education,4,UPS (VI-VIII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,6
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,97,Department of Education,4,UPS (VI-VIII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,97,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,4,0,3,1,6,2,2,0,18,15,3
2019-20,19,West Bengal,1916,HOWRAH,191606,ULUBERIA-I,97,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,3,10,5,5
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,97,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,10,7,3
2019-20,19,West Bengal,1916,HOWRAH,191608,UDAYNARAYANPUR,97,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,2,13,11,2
2019-20,19,West Bengal,1916,HOWRAH,191609,JAGATBALLAVPUR,97,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,1,0,0,9,8,1
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,97,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,1,1,9,6,3
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,97,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,6,0,20,16,4
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,97,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,2,0,5,3,4,6,7,1,3,2,33,21,12
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,97,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,0,0,8,2,6
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,97,Department of Education,5,HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,1,10,7,3
